S.No,In-use English,Changes in English,In-use Telugu,Changes in Telugu,Section,Times used,Translation keys
1381,3. Confirm Business Details,,3. వ్యాపార వివరాలను నిర్ధారించండి,,C,1,step_3_confirm_business
1382,A customer or loan from the old book was missed,,పాత పుస్తకంలోని కస్టమర్ లేదా రుణం మిస్ అయ్యింది,,C,1,reopen_reason_missed_entry
1383,"A group is formed from customers who already have a loan — it groups them for collection only, and does not merge their money. Create the loans first, then come back and group them.",,"ఇప్పటికే రుణం ఉన్న కస్టమర్ల నుండి గ్రూప్ ఏర్పడుతుంది — ఇది వసూలు కోసం మాత్రమే వారిని కలుపుతుంది, వారి డబ్బును కలపదు. ముందుగా రుణాలు సృష్టించి, తర్వాత వాటిని గ్రూప్ చేయండి.",,C,1,no_groups_yet_detail
1384,A loan amount or repayment figure was entered wrong,,రుణ మొత్తం లేదా తిరిగి చెల్లింపు సంఖ్య తప్పుగా నమోదైంది,,C,1,reopen_reason_wrong_amount
1385,A loan from the old book. Enter the balance as it stands today.,,పాత పుస్తకంలోని రుణం. నేటి నాటికి ఉన్న బ్యాలెన్స్‌ను నమోదు చేయండి.,,C,1,pre_existing_loan_note
1386,A loan may only be issued to somebody already on this book.,,ఈ పుస్తకంలో ఇప్పటికే ఉన్న వ్యక్తికి మాత్రమే రుణం ఇవ్వగలరు.,,C,1,existing_customers_only_on_note
1387,"A loan takes its collections, schedule and penalties with it.",,"రుణంతో పాటు దాని వసూళ్లు, షెడ్యూల్ మరియు జరిమానాలు కూడా తొలగించబడతాయి.",,C,1,delete_forever_loan_note
1388,A penalty is added to what the customer owes.,,జరిమానా ఖాతాదారు బాకీకి కలుపబడుతుంది.,,C,1,penalty_adds_to_balance_note
1389,A village needs a PIN code so it can be found again later.,,తర్వాత మళ్లీ కనుగొనడానికి గ్రామానికి పిన్ కోడ్ అవసరం.,,C,1,village_needs_pin_note
1390,Aadhaar Number (optional — leave blank for a temporary MLTI ID),,ఆధార్ నంబర్ (ఐచ్ఛికం — తాత్కాలిక MLTI ఐడి కోసం ఖాళీగా వదలండి),,C,1,aadhaar_optional_note
1391,Accept the Terms & Conditions to continue.,,కొనసాగించడానికి నిబంధనలు & షరతులను అంగీకరించండి.,,C,1,accept_terms_first_note
1392,Accepted by the member,,సభ్యుడు అంగీకరించారు,,C,1,accepted_by_member
1393,"Account periods open when you assign an operating area to an agent. None of your {count} areas has one yet. If you work a round yourself, add yourself as an agent and assign it to you.",,"మీరు ఒక పని ప్రాంతాన్ని ఏజెంట్‌కు కేటాయించినప్పుడు ఖాతా వ్యవధులు తెరుచుకుంటాయి. మీ {count} ప్రాంతాలలో దేనికీ ఇంకా ఒకటి లేదు. మీరే ఒక రౌండ్ చేస్తుంటే, మిమ్మల్ని ఏజెంట్‌గా జోడించి దాన్ని మీకు కేటాయించండి.",,C,1,no_agent_assigned_area_detail
1394,"Add a cheti that was already running, with the instalments paid so far — and whether it has been availed.",,ఇప్పటికే నడుస్తున్న చీటీని ఇప్పటివరకు చెల్లించిన వాయిదాలతో జోడించండి — మరియు అది తీసుకోబడిందా అనేది కూడా.,,C,1,pre_existing_cheti_note
1395,Added up from the payment modes below.,,కింది చెల్లింపు విధానాల నుండి కూడబెట్టబడింది.,,C,1,added_up_from_modes_note
1396,Adding an area starts working it immediately; removing one stops new collections there for today (its Account Period keeps running to its own end date).,,ప్రాంతాన్ని జోడించడం వెంటనే దానిలో పని ప్రారంభిస్తుంది; తీసివేయడం నేటికి అక్కడ కొత్త వసూళ్లను ఆపుతుంది (దాని ఖాతా వ్యవధి దాని ముగింపు తేదీ వరకు కొనసాగుతుంది).,,C,1,adding_area_note
1397,Address updated. Previous value kept in history; Owner(s) notified.,,చిరునామా నవీకరించబడింది. మునుపటి విలువ చరిత్రలో ఉంచబడింది; యజమానులకు తెలియజేయబడింది.,,C,1,address_updated_note
1398,Agent cannot choose areas outside those assigned here — Agent-side area selection (e.g. Collection Mode) is restricted to this set.,,ఏజెంట్ ఇక్కడ కేటాయించిన ప్రాంతాలకు వెలుపల ఎంచుకోలేరు — ఏజెంట్-సైడ్ ప్రాంత ఎంపిక (ఉదా. వసూలు మోడ్) ఈ సెట్‌కు పరిమితం.,,C,1,areas_note
1399,Already availed the lumpsum,,ఇప్పటికే లంప్‌సమ్ పొందారు,,C,1,already_availed_lumpsum
1400,Already counted above until the Owner approves each account.,,ప్రతి ఖాతాను యజమాని ఆమోదించే వరకు ఇది పైన లెక్కించబడి ఉంటుంది.,,C,1,returning_already_counted_note
1401,Already part-way through? Enter the position as it stands today. Past instalments are not recreated and do not move BF — that cash left the till before this app existed.,,ఇప్పటికే సగం పూర్తయిందా? ఈ రోజు ఉన్న స్థితిని నమోదు చేయండి. గత వాయిదాలు తిరిగి సృష్టించబడవు మరియు BFను కదిలించవు — ఈ యాప్ ఉనికిలోకి రాకముందే ఆ నగదు వెళ్లిపోయింది.,,C,1,cheti_partway_note
1402,"An account period covers one operating area. Add an area first, then assign it to an agent.",,"ఖాతా వ్యవధి ఒక పని ప్రాంతాన్ని కవర్ చేస్తుంది. ముందుగా ఒక ప్రాంతాన్ని జోడించి, తర్వాత దాన్ని ఏజెంట్‌కు కేటాయించండి.",,C,1,no_operating_areas_yet_detail
1403,An agent sees only what is switched on here. With everything off their home screen has no actions at all.,,ఇక్కడ ఆన్ చేసినవి మాత్రమే ఏజెంట్‌కు కనిపిస్తాయి. అన్నీ ఆఫ్‌లో ఉంటే వారి హోమ్ స్క్రీన్‌లో ఎలాంటి చర్యలు ఉండవు.,,C,1,permissions_note
1404,An agent was missed or assigned to the wrong area,,ఏజెంట్ మిస్ అయ్యారు లేదా తప్పు ప్రాంతానికి కేటాయించబడ్డారు,,C,1,reopen_reason_agent
1405,"An operating area is one round, covering as many villages as the round actually walks. Name it, add its first village here, then attach the rest from the area itself.",,"పని ప్రాంతం అంటే ఒక రౌండ్, అది నిజంగా నడిచే గ్రామాలన్నింటినీ కవర్ చేస్తుంది. దానికి పేరు పెట్టి, ఇక్కడ మొదటి గ్రామాన్ని జోడించి, తర్వాత మిగిలినవి ఆ ప్రాంతం నుండే జోడించండి.",,C,1,operating_area_intro_note
1406,Anyone found by search may be given a loan. New borrowers are added to this book as the loan is issued.,,శోధనలో దొరికిన ఎవరికైనా రుణం ఇవ్వవచ్చు. కొత్త వారిని రుణం ఇచ్చేటప్పుడే ఈ పుస్తకంలో చేరుస్తారు.,,C,1,existing_customers_only_off_note
1407,Anything not shown above yet can still be added — every step in this wizard stays available from the migration screen.,,పైన ఇంకా చూపని ఏదైనా జోడించవచ్చు — ఈ విజార్డ్‌లోని ప్రతి దశ మైగ్రేషన్ స్క్రీన్ నుండి అందుబాటులో ఉంటుంది.,,C,1,bulk_done_note
1408,Are You Sure You Want to Close MANA LINE?,,మీరు ఖచ్చితంగా మన లైన్‌ను మూసివేయాలనుకుంటున్నారా?,,C,1,are you sure you want to close mana line?
1409,"At least 8 characters, with letters and numbers.",,"కనీసం 8 అక్షరాలు, అక్షరాలు మరియు అంకెలతో.",,C,1,password_helper
1410,Available Balance is below ₹1.00 — withdrawal requests are disabled.,,అందుబాటులో ఉన్న నిల్వ ₹1.00 కంటే తక్కువ — ఉపసంహరణ అభ్యర్థనలు నిలిపివేయబడ్డాయి.,,C,1,balance_below_one_rupee_note
